2018-01-25 08:38:36.506 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/FlowDesigner.gmfgraph
2018-01-25 08:38:36.506 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (38 of 1683): piece/piece-ide
2018-01-25 08:38:36.928 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/mikevd92/atl2/8d4af51db857138edf2a707d06b319bc7b691688/ExtPetriNetsMM/model/ExtPetriNets.gmfgraph
2018-01-25 08:38:36.928 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/ExtPetriNets.gmfgraph
2018-01-25 08:38:36.929 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (39 of 1683): mikevd92/atl2
2018-01-25 08:38:37.446 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/pnhoang/Selflet/16a2c4e2b366dc4d5d3585116e59021e486f0216/Selflet/model/selflet.gmfgraph
2018-01-25 08:38:37.446 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/selflet.gmfgraph
2018-01-25 08:38:37.446 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (40 of 1683): pnhoang/Selflet
2018-01-25 08:38:37.935 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/wso2/devstudio-tooling-esb/b3c7995c5e07541540daa11471cbe5d057af1aa4/plugins/org.wso2.developerstudio.visualdatamapper/model/dataMapper.gmfgraph
2018-01-25 08:38:37.935 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/dataMapper_1.gmfgraph
2018-01-25 08:38:37.935 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (41 of 1683): wso2/devstudio-tooling-esb
2018-01-25 08:38:38.407 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/NicolasR/CAR/d6cf88760e231f9966490682d2580cabbaa9651d/robots/model/mindmap.gmfgraph
2018-01-25 08:38:38.407 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/mindmap.gmfgraph
2018-01-25 08:38:38.407 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (42 of 1683): NicolasR/CAR
2018-01-25 08:38:38.867 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/vicdoz/WebPages2HTML/3fc057a10ec2174f1b72b51492b3dbc417a7eb68/WebPagesEdGraficoProject/model/WebApp.gmfgraph
2018-01-25 08:38:38.867 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/WebApp.gmfgraph
2018-01-25 08:38:38.867 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (43 of 1683): vicdoz/WebPages2HTML
2018-01-25 08:38:39.344 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/mouillerart/aspirerfid/5f1d63be2bba9af579b4a4ef62c0ba116977e22f/AspireRfidIDE/AspireRfidIdePlug-ins/aspireRfidIde-BPWME/org.ow2.aspirerfid.ide.bpwme(old)/model/bpwme.gmfgraph
2018-01-25 08:38:39.345 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/bpwme.gmfgraph
2018-01-25 08:38:39.345 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (44 of 1683): mouillerart/aspirerfid
2018-01-25 08:38:39.861 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/mouillerart/aspirerfid/5f1d63be2bba9af579b4a4ef62c0ba116977e22f/AspireRfidIDE/AspireRfidIdePlug-ins/aspireRfidIde-BPWME/org.ow2.aspirerfid.ide.bpwme/model/bpwme.gmfgraph
2018-01-25 08:38:39.861 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/bpwme_1.gmfgraph
2018-01-25 08:38:39.861 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (45 of 1683): mouillerart/aspirerfid
